Pool Id,RecordNumner,RemainingCoins,EmissionRate,MinUptime
1431,13,197152003.659118821344444563ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,14,211805605.267129728205555661ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,15,226649105.867187099716666759ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,16,242313391.414256411488888968ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,17,258574367.161593177733333398ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,18,273950384.944197065088888940ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,19,289546878.445760422400000038ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,20,304031704.193248592355555581ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,21,318604612.427024038394444457ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1431,22,333333334.000000000000000000ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,24h0m0s
1432,0,0.203778104184601037uosmo,0.228553240740740740,1m0s
1432,1,30217.000000000000000000uosmo,0.349733796296296296,1m0s
1433,0,11.051033022869115676uosmo,12.394606481481481481,1m0s
1433,1,71754.000000000000000000uosmo,0.830486111111111111,1m0s
1434,0,61473504.305880211411274247uosmo,1886.185694444444444444,1m0s
1435,0,1082433.158157870745031767uosmo,32.821967592592592592,1m0s
1436,0,93554464.538418930541049542uosmo,2903.815590277777777777,1m0s
1437,0,9542265.226626099514877505uosmo,296.146608796296296296,1m0s
1438,0,5.173241576378710104uosmo,5.802199074074074074,1m0s
1438,1,635560.000000000000000000uosmo,7.356018518518518518,1m0s
1439,0,0.016965169558956089uosmo,0.019027777777777777,1m0s
1439,1,3851.000000000000000000uosmo,0.044571759259259259,1m0s
1440,0,2718788.259479510633336898uosmo,70.974074074074074074,1m0s
1441,0,34119054.130785094723020043uosmo,1057.298344907407407407,1m0s
1447,-1,No remaining coins,No emission rate,No uptime
1449,-1,No remaining coins,No emission rate,No uptime
1450,-1,No remaining coins,No emission rate,No uptime
1464,0,388471669.204104782181336383uosmo,12057.683136574074074074,1m0s
1465,0,0.658886320660325778uosmo,0.738993055555555555,1m0s
1465,1,883370.000000000000000000uosmo,10.224189814814814814,1m0s
1472,-1,No remaining coins,No emission rate,No uptime
1474,-1,No remaining coins,No emission rate,No uptime
1475,0,12314769.139129303541119037uosmo,359.848217592592592592,1m0s
1476,0,11476834.655880585500548799uosmo,344.858865740740740740,1m0s
1477,0,90616686.328868817902180334uosmo,2756.195011574074074074,1m0s
1478,0,176485.469891389681949786uosmo,3.504398148148148148,1m0s
1479,-1,No remaining coins,No emission rate,No uptime
1480,-1,No remaining coins,No emission rate,No uptime
1481,-1,No remaining coins,No emission rate,No uptime
1482,-1,No remaining coins,No emission rate,No uptime
1483,-1,No remaining coins,No emission rate,No uptime
1490,-1,No remaining coins,No emission rate,No uptime
1492,-1,No remaining coins,No emission rate,No uptime
1500,-1,No remaining coins,No emission rate,No uptime
1501,-1,No remaining coins,No emission rate,No uptime
1502,-1,No remaining coins,No emission rate,No uptime
1503,-1,No remaining coins,No emission rate,No uptime
1504,-1,No remaining coins,No emission rate,No uptime
1506,-1,No remaining coins,No emission rate,No uptime
1507,-1,No remaining coins,No emission rate,No uptime
1512,-1,No remaining coins,No emission rate,No uptime
1516,-1,No remaining coins,No emission rate,No uptime
1517,-1,No remaining coins,No emission rate,No uptime
1565,-1,No remaining coins,No emission rate,No uptime
1566,-1,No remaining coins,No emission rate,No uptime
1580,-1,No remaining coins,No emission rate,No uptime
1581,-1,No remaining coins,No emission rate,No uptime
1588,-1,No remaining coins,No emission rate,No uptime
1589,-1,No remaining coins,No emission rate,No uptime
1590,-1,No remaining coins,No emission rate,No uptime
1591,-1,No remaining coins,No emission rate,No uptime
1592,-1,No remaining coins,No emission rate,No uptime
1593,-1,No remaining coins,No emission rate,No uptime
1594,-1,No remaining coins,No emission rate,No uptime
1597,-1,No remaining coins,No emission rate,No uptime
1598,-1,No remaining coins,No emission rate,No uptime
1600,-1,No remaining coins,No emission rate,No uptime
1604,-1,No remaining coins,No emission rate,No uptime
1605,-1,No remaining coins,No emission rate,No uptime
1609,-1,No remaining coins,No emission rate,No uptime
1610,-1,No remaining coins,No emission rate,No uptime
1619,-1,No remaining coins,No emission rate,No uptime
1620,-1,No remaining coins,No emission rate,No uptime
1621,-1,No remaining coins,No emission rate,No uptime
1623,0,946840558.979629629629655626ibc/E7905742CE2EA4EA5D592527DC89220C59B617DE803939FE7293805A64B484D7,57870.370370370370370370,24h0m0s
1623,1,5000000000.000000000000000000ibc/E7905742CE2EA4EA5D592527DC89220C59B617DE803939FE7293805A64B484D7,13888888.888888888888888888,24h0m0s
1633,-1,No remaining coins,No emission rate,No uptime
1634,-1,No remaining coins,No emission rate,No uptime
1636,-1,No remaining coins,No emission rate,No uptime
1637,-1,No remaining coins,No emission rate,No uptime
1641,-1,No remaining coins,No emission rate,No uptime
1645,-1,No remaining coins,No emission rate,No uptime
1646,-1,No remaining coins,No emission rate,No uptime
1647,-1,No remaining coins,No emission rate,No uptime
1648,-1,No remaining coins,No emission rate,No uptime
1650,-1,No remaining coins,No emission rate,No uptime
1651,-1,No remaining coins,No emission rate,No uptime
1652,-1,No remaining coins,No emission rate,No uptime
1653,-1,No remaining coins,No emission rate,No uptime
1655,-1,No remaining coins,No emission rate,No uptime
1656,-1,No remaining coins,No emission rate,No uptime
1657,-1,No remaining coins,No emission rate,No uptime
1661,-1,No remaining coins,No emission rate,No uptime
1664,-1,No remaining coins,No emission rate,No uptime
1670,-1,No remaining coins,No emission rate,No uptime
1671,0,1412540.089862117211111390ibc/094FB70C3006906F67F5D674073D2DAFAFB41537E7033098F5C752F211E7B6C2,925925.927777777777777777,24h0m0s
1671,1,333333334.000000000000000000ibc/094FB70C3006906F67F5D674073D2DAFAFB41537E7033098F5C752F211E7B6C2,925925.927777777777777777,24h0m0s
1672,-1,No remaining coins,No emission rate,No uptime
1674,0,62246677.686491748177187500ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,3858.024687500000000000,1ns
1674,1,123087049.233394432125000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1674,2,137740650.797444534250000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1674,3,152584151.352971404050000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1674,4,168248436.853047859275000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1674,5,184509412.551601698375000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1674,6,199885430.887733823938889005ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,7,215481924.389297181250000103ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,8,229966750.136785351205555646ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,9,244539658.370560797244444522ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,10,259268379.943536758850000065ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,11,273636119.324124089405555608ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,12,288997472.994661611500000039ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,13,304127836.389737153044444470ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,14,318535689.266701006888888902ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1674,15,333333334.000000000000000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1675,-1,No remaining coins,No emission rate,No uptime
1679,-1,No remaining coins,No emission rate,No uptime
1684,-1,No remaining coins,No emission rate,No uptime
1686,-1,No remaining coins,No emission rate,No uptime
1696,-1,No remaining coins,No emission rate,No uptime
1697,-1,No remaining coins,No emission rate,No uptime
